Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address ,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
Sasha Gao,20,65,2000,2,Female,8643 Lafayette Boulevard,Lawrenceville,GA,30043,33.94,-83.99,"$24,252 ","$49,449 ","$30,723 ",728,3
Yamileth Mitchell,39,73,1980,3,Female,63 Plum Street,Stearns,KY,42647,36.69,-84.47,"$10,942 ","$22,312 ","$39,445 ",720,5
Mateo Robinson,32,72,1987,4,Male,5381 12th Boulevard Apt. 6,Miami,OK,74355,36.88,-94.87,"$17,845 ","$36,388 ","$92,949 ",710,4
Izabella Phillips,52,68,1967,8,Female,65 Fifth Boulevard,Saint Cloud,FL,34771,28.24,-81.28,"$22,086 ","$45,037 ","$31,792 ",710,3
Samantha Gonzalez,47,63,1972,10,Female,2614 Eighth Lane,Waupaca,WI,54981,44.35,-89.07,"$18,937 ","$38,615 ","$74,337 ",601,4
Bentlee Garcia,40,61,1979,7,Male,196 Plum Lane,Bronx,NY,10458,40.84,-73.87,"$13,845 ","$28,229 ","$55,675 ",622,5
Sarah Clark,58,67,1961,11,Female,444 Maple Avenue Apt. 990,Noblesville,IN,46060,40.05,-86.03,"$24,638 ","$50,232 ","$1,218 ",751,4
Judah Jones,59,66,1960,5,Male,868 Maple Drive,Greenville,KY,42345,37.2,-87.17,"$16,847 ","$34,350 ","$61,639 ",705,3
Bentley Lopez,47,69,1972,11,Male,6009 River Avenue,Canton,GA,30114,34.24,-84.49,"$25,654 ","$52,308 ","$135,319 ",679,1
Juliet Hughes,27,66,1992,8,Female,2058 Spruce Street,Saint Petersburg,FL,33709,27.75,-82.64,"$15,724 ","$32,061 ","$58,904 ",676,1
Javon Long,75,69,1945,2,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,"$21,749 ","$21,154 ","$5,764 ",705,6
Allie Sullivan,52,72,1967,10,Female,31204 El Camino Lane,Austin,TX,78728,30.26,-97.74,"$25,594 ","$52,186 ","$42,852 ",737,4
Kassidy Morgan,43,70,1976,5,Female,967 First Avenue Apt. 4,Pierceton,IN,46562,41.19,-85.7,"$17,294 ","$35,264 ","$70,328 ",770,2
Evelynn Diaz,84,71,1935,9,Female,136 Hillside Avenue,Walnut Creek,CA,94598,37.91,-122.01,"$42,234 ","$79,870 ","$4,031 ",609,2
Hayden Myers,70,59,1949,12,Female,669 South Street,Barnstable,MA,2630,41.7,-70.3,"$26,762 ","$41,902 ","$29,713 ",633,5
Laura Cook,24,61,1995,8,Female,66992 Second Street,Las Vegas,NV,89131,36.3,-115.24,"$31,374 ","$63,969 ","$128,412 ",626,1
Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,Lyndonville,VT,5851,44.53,-72,"$16,976 ","$34,606 ","$23,909 ",680,5
Moshe Gutierrez,32,60,1987,11,Male,335 Main Street,Atlanta,GA,30310,33.72,-84.42,"$13,059 ","$26,631 ","$33,950 ",805,1
Pratik Thomas,39,64,1980,11,Male,532 12th Drive Apt. 3,Palm Bay,FL,32907,27.98,-80.66,"$17,645 ","$35,978 ","$49,366 ",643,3
Myles Robinson,64,69,1955,10,Male,1350 Lake Drive Apt. 5415,Van Alstyne,TX,75495,33.41,-96.57,"$24,402 ","$49,756 ","$89,743 ",618,4
Martin Reed,37,71,1982,6,Male,691 First Lane Apt. 2,Nashville,TN,37221,36.17,-86.78,"$29,868 ","$60,897 ","$85,771 ",850,3
Elora Schmidt,58,65,1961,3,Female,511 Grant Avenue Apt. 266,Dawsonville,GA,30534,34.42,-84.11,"$20,581 ","$41,963 ","$53,857 ",741,1
Violet Robinson,37,60,1982,7,Female,3510 Mountain View Street,Minneapolis,MN,55432,44.96,-93.26,"$22,059 ","$44,976 ","$134,335 ",684,1
Phoenix Long,27,69,1992,9,Male,9264 Lake Avenue,Grand Prairie,TX,75052,32.69,-97.01,"$22,922 ","$46,733 ","$34,333 ",692,2
Sue Powell,26,60,1993,4,Female,596 Mountain View Lane,Centerville,MA,2632,41.66,-70.34,"$23,129 ","$47,160 ","$64,193 ",578,1
Tatum Reyes,23,65,1996,7,Male,374 East Lane Apt. 9032,West Lafayette,IN,47906,40.44,-86.91,"$24,737 ","$50,433 ","$97,029 ",838,3
Brennan Diaz,20,63,1999,8,Male,51 George Avenue,Federal Way,WA,98023,47.3,-122.37,"$25,363 ","$51,713 ","$86,165 ",809,1
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard Apt. 9,Fort Worth,TX,76106,32.75,-97.33,"$11,876 ","$24,215 ","$28,552 ",707,6
Gianni Kelly,49,59,1970,9,Male,813 Fifth Boulevard,Caledonia,OH,43314,40.63,-82.96,"$18,293 ","$37,298 ","$52,134 ",683,1
Kane Harris,25,67,1994,12,Male,8931 Norfolk Drive,Mesa,AZ,85203,33.44,-111.8,"$19,844 ","$40,457 ","$68,826 ",739,1
Willie Nguyen,58,72,1961,6,Male,8996 Third Street,Arlington,MA,2476,42.41,-71.16,"$40,694 ","$82,974 ","$181,429 ",503,2
Evalyn Rogers,46,68,1973,7,Female,33 Tenth Street,Huntington Station,NY,11746,40.84,-73.4,"$34,873 ","$71,103 ","$136,853 ",721,4
Jaycee James,43,75,1976,5,Female,5528 Lake Lane,Muse,PA,15350,40.32,-80.21,"$14,320 ","$29,194 ","$10,895 ",703,2
Killian Thompson,52,67,1967,10,Male,8824 Hillside Avenue,Hendersonville,NC,28739,35.32,-82.46,"$16,410 ","$33,465 ","$98,713 ",669,3
Alayna Carter,20,71,1999,6,Female,69 Norfolk Avenue,Warren,OH,44483,41.23,-80.81,"$15,361 ","$31,314 ","$40,331 ",721,4
Maximilian Kelly,36,68,1983,7,Male,57 Pine Boulevard,Tulsa,OK,74110,36.12,-95.91,"$11,633 ","$23,718 ","$1,386 ",712,2
Cecilia Thompson,46,66,1973,6,Female,9528 Hill Street Apt. 861,Arnold,MD,21012,39.04,-76.49,"$35,645 ","$72,670 ","$28,915 ",718,3
Harley Wright,24,67,1995,4,Female,8251 Park Lane,Dublin,OH,43016,40.11,-83.13,"$38,243 ","$77,972 ","$6,128 ",686,3
Jamie Merkel,38,66,1981,10,Female,177 Maple Boulevard,Van Buren,AR,72956,35.44,-94.35,"$17,093 ","$34,854 ","$40,722 ",746,5
Lauren Parker,25,69,1994,12,Female,299 Oak Boulevard,Mcminnville,OR,97128,45.19,-123.24,"$18,098 ","$36,902 ","$60,538 ",711,1
Eva Roman,28,59,1991,12,Female,7087 Plum Street,Saint Petersburg,FL,33706,27.75,-82.64,"$26,476 ","$53,984 ","$76,118 ",701,1
Koa Barnes,80,69,1939,3,Male,614 Spruce Avenue,Whitehouse Station,NJ,8889,40.6,-74.76,"$46,827 ","$104,692 ","$6,955 ",704,2
Raven Hall,24,66,1995,5,Female,625 Washington Lane,Kirkland,WA,98033,47.67,-122.18,"$49,629 ","$101,191 ","$290,730 ",659,1
Roberto Peres,38,66,1981,10,Male,311 Fifth Drive,Ann Arbor,MI,48103,42.27,-83.73,"$34,119 ","$69,566 ","$50,003 ",791,4
London Reyes,21,71,1998,4,Male,966 Sussex Boulevard,Villa Park,IL,60181,41.88,-87.97,"$24,223 ","$49,382 ","$43,126 ",762,1
Julianna Clark,41,65,1979,1,Female,9059 Eighth Avenue,Bakersville,NC,28705,36.01,-82.15,"$14,093 ","$28,733 ",$0 ,702,3
Makai Ward,87,72,1932,8,Male,4713 First Boulevard,Columbia City,IN,46725,41.15,-85.48,"$19,914 ","$30,349 ","$2,985 ",686,4
Jayden Diaz,31,68,1988,3,Male,4165 Valley Avenue,Glen Carbon,IL,62034,38.76,-89.97,"$28,710 ","$58,538 ","$93,153 ",610,1
Hazel Collins,32,66,1987,8,Female,38 Catherine Boulevard Apt. 5,Saint Petersburg,FL,33705,27.75,-82.64,"$18,100 ","$36,901 ","$23,293 ",695,4
Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,Cochranville,PA,19330,39.87,-75.92,"$24,725 ","$49,531 ","$6,707 ",737,6
Rafael Cruz,68,66,1951,8,Male,198 Main Boulevard Apt. 46,Chicago,IL,60653,41.83,-87.68,"$20,649 ","$35,370 ","$14,777 ",562,1
Ruby Farhad,45,62,1975,1,Female,891 Fourth Avenue,Wooster,OH,44691,40.81,-81.93,"$18,962 ","$38,666 ","$116,783 ",822,1
Jewel Baker,24,70,1995,12,Female,8094 Catherine Lane,Lowell,MA,1851,42.63,-71.32,"$20,458 ","$41,714 ","$54,541 ",687,3
Jason Moore,32,66,1987,8,Male,41 Plum Boulevard Apt. 8942,Lottsburg,VA,22511,37.96,-76.51,"$12,018 ","$24,505 ","$52,405 ",759,1
Pierce Cooper,43,65,1977,1,Male,2974 Grant Avenue Apt. 49,Valley Stream,NY,11580,40.66,-73.7,"$27,778 ","$56,640 ","$104,134 ",672,4
Lucinda Nelson,53,67,1966,10,Female,456 Lincoln Boulevard Apt. 77,Orchard Park,NY,14127,42.76,-78.74,"$30,202 ","$61,578 ","$85,383 ",602,2
Fiona Gomez,53,66,1966,11,Female,1959 Forest Street,Rockford,IL,61107,42.27,-89.06,"$24,589 ","$50,139 ","$109,623 ",767,3
Mohamed Parker,21,68,1998,12,Male,74 Hill Avenue Apt. 9,Minneapolis,KS,67467,39.12,-97.7,"$16,990 ","$34,646 ","$54,205 ",759,1
Jaylen Merkel,22,65,1998,1,Male,5274 Martin Luther King Lane,Fort Worth,TX,76164,32.75,-97.33,"$12,274 ","$25,024 ","$29,227 ",691,2
Sydney Fox,41,68,1979,1,Female,136 South Street,Chicago,IL,60619,41.83,-87.68,"$16,114 ","$32,856 ","$26,535 ",703,3
Sally Mitchell,41,66,1978,10,Female,560 Summit Street,Hillsboro,IL,62049,39.16,-89.48,"$17,696 ","$36,080 ","$80,443 ",839,3
Marissa Miller,32,68,1987,11,Female,593 Washington Drive,Garland,TX,75042,32.91,-96.62,"$14,535 ","$29,637 ","$56,446 ",569,3
Clark Braun,56,65,1964,2,Male,281 Martin Luther King Avenue,Wewoka,OK,74884,35.14,-96.49,"$14,004 ","$28,553 ","$94,214 ",747,3
Sullivan Brown,18,65,2001,9,Male,1335 Norfolk Drive Apt. 8,East Falmouth,MA,2536,41.56,-70.55,"$21,335 ","$43,499 ","$108,468 ",701,4
Aubree Howard,35,57,1984,6,Female,47428 First Boulevard,Solon,IA,52333,41.8,-91.49,"$29,059 ","$59,248 ","$173,887 ",725,5
Nixon Abe,44,65,1975,6,Male,6995 North Drive Apt. 92,Indianapolis,IN,46236,39.77,-86.14,"$32,865 ","$67,008 ","$81,402 ",778,8
Ophelia Martin,31,68,1988,10,Female,5857 12th Avenue,Sherman Oaks,CA,91403,34.14,-118.46,"$51,976 ","$105,963 ","$106,266 ",684,4
Amos Cox,30,66,1989,4,Male,4096 Sussex Avenue,Montgomery,AL,36117,32.35,-86.28,"$27,653 ","$56,383 ","$130,152 ",800,4
Xander Abe,38,78,1981,8,Male,2867 Federal Drive,Campbell,TX,75422,33.14,-95.95,"$18,934 ","$38,609 ","$27,463 ",740,3
Jase Wilson,48,66,1971,9,Male,96 11th Street,Pensacola,FL,32507,30.44,-87.18,"$17,987 ","$36,671 ","$39,882 ",850,3
Antonio Evans,28,65,1991,10,Male,654 Elm Drive,Atlanta,GA,30331,33.71,-84.53,"$19,550 ","$39,860 ","$112,825 ",728,1
Abril Labelle,18,63,2002,2,Female,345 George Avenue Apt. 922,Waynesboro,VA,22980,38.06,-78.9,"$18,531 ","$37,785 ","$58,187 ",748,1
Terrence Long,50,68,1969,6,Male,35 Hillside Drive,Chicago,IL,60657,41.83,-87.68,$0 ,"$2,466 ","$5,521 ",711,2
Addisyn Sanders,68,60,1951,8,Female,318 Spruce Boulevard,Lynn,MA,1902,42.47,-70.96,"$18,682 ","$27,358 ","$13,557 ",665,2
Annalee Wood,26,65,1994,1,Female,118 12th Avenue,Powder Springs,GA,30127,33.86,-84.68,"$25,025 ","$51,024 ","$181,184 ",602,1
Joslyn Torres,40,64,1979,5,Female,1752 Martin Luther King Avenue,Oklahoma City,OK,73151,35.46,-97.51,"$49,868 ","$101,679 ","$307,856 ",592,1
Leighton Sullivan,20,71,1999,6,Male,982 Plum Boulevard Apt. 7078,Lynwood,CA,90262,33.92,-118.2,"$13,632 ","$27,801 ",$0 ,754,1
Ansley Miller,61,69,1958,11,Female,49 Bayview Lane,Las Vegas,NV,89122,36.1,-115.02,"$18,897 ","$38,536 ","$72,299 ",705,1
Angie Cox,43,70,1976,5,Female,5194 Grant Street Apt. 6,Greenville,SC,29607,34.83,-82.37,"$24,314 ","$49,577 ","$142,314 ",694,3
Matteo Moore,24,71,1995,11,Male,9713 Fourth Lane,Fresno,CA,93710,36.81,-119.75,"$17,985 ","$36,672 ","$49,660 ",739,2
Maddux Miller,43,70,1976,11,Male,857 Jefferson Avenue,New Braunfels,TX,78130,29.7,-98.11,"$19,325 ","$39,404 ","$71,859 ",723,5
Paola Braun,61,60,1958,5,Female,1861 Fourth Boulevard,Badger,IA,50516,42.61,-94.14,"$18,849 ","$18,452 ","$16,827 ",741,6
Elaina Kelly,39,69,1980,9,Female,7549 Fourth Lane,Lombard,IL,60148,41.87,-88.01,"$27,741 ","$56,562 ","$111,495 ",712,4
Briana Nelson,90,74,1929,11,Female,495 Ocean View Lane,Santa Barbara,CA,93103,34.43,-119.68,"$25,249 ","$48,580 ","$1,785 ",687,7
Harper Kelley,41,67,1978,4,Female,6946 Park Drive Apt. 2,Hinsdale,NH,3451,42.78,-72.48,"$20,338 ","$41,469 ","$119,423 ",659,1
Abril Labelle,52,61,1967,6,Female,4222 Ocean View Drive,Fort Knox,KY,40121,37.89,-85.96,"$15,879 ","$32,378 ","$65,919 ",588,4
Edison Nguyen,57,67,1963,1,Male,46 South Street,Reidsville,NC,27320,36.34,-79.67,"$16,888 ","$34,437 ",$0 ,681,4
Emerald Campbell,83,68,1936,11,Female,2780 Martin Luther King Drive,Marshall,MN,56258,44.45,-95.78,"$20,697 ","$33,897 ",$533 ,705,4
Jaxon Cook,38,64,1981,5,Male,215 Ocean View Drive,Olympia,WA,98516,47.11,-122.76,"$24,044 ","$49,023 ","$66,148 ",583,5
Anne Roman,24,65,1995,12,Female,84 Second Lane Apt. 971,Chicago,IL,60641,41.83,-87.68,"$18,937 ","$38,609 ","$39,867 ",798,3
Spencer Morgan,18,68,2001,11,Female,1987 Hillside Lane,Corinth,VT,5039,44.02,-72.23,"$15,062 ","$30,712 ","$38,054 ",723,2
Prince Masvidal,22,68,1997,7,Male,71 Madison Street Apt. 99,El Paso,TX,79938,31.84,-106.43,"$16,011 ","$32,645 ","$59,851 ",790,3
Lizbeth Jenkins,81,65,1938,10,Female,9574 Ocean Drive,Edmonds,WA,98026,47.83,-122.32,"$28,248 ","$31,912 ","$2,182 ",630,4
Carson Masvidal,30,67,1990,1,Male,649 Sussex Street,Watertown,NY,13601,43.97,-75.91,"$18,401 ","$37,521 ","$65,701 ",775,2
Briar Merkel,62,70,1957,8,Female,102 Seventh Avenue,Jessup,MD,20794,39.14,-76.77,"$28,673 ","$58,463 ","$141,151 ",737,4
Magdalena Farhad,36,68,1983,3,Female,28 Second Boulevard Apt. 6239,Lordsburg,NM,88045,32.34,-108.7,"$15,407 ","$31,414 ","$42,233 ",719,4
Jazlyn Anwar,32,63,1987,12,Female,2017 Ninth Drive,Brooktondale,NY,14817,42.38,-76.39,"$20,159 ","$41,106 ","$106,963 ",762,3
Cassandra Macron,53,67,1967,1,Female,595 Valley Stream Drive,Cedar Rapids,IA,52405,41.97,-91.66,"$22,502 ","$45,876 ","$58,252 ",790,7
Astrid Ortiz,37,67,1982,10,Female,3748 Mountain View Drive,Roseville,CA,95747,38.78,-121.37,"$28,760 ","$58,637 ","$87,340 ",803,6
Matthew Martin,35,63,1984,10,Male,626 Federal Drive,Little Rock,AR,72207,34.72,-92.35,"$47,364 ","$96,574 ","$265,319 ",590,3
Rex Long,18,67,2002,2,Male,701 Pine Drive,Jersey City,NJ,7306,40.71,-74.06,"$21,642 ","$44,128 ","$142,368 ",687,3
Bridget Schmidt,77,72,1942,8,Female,9 Plum Boulevard,Colorado Springs,CO,80918,38.86,-104.76,"$22,185 ","$31,942 ","$11,845 ",713,6
Blaise Gomez,27,66,1992,6,Male,1039 Bayview Drive Apt. 185,Sterling,VA,20164,39,-77.4,"$28,410 ","$57,927 ","$87,736 ",557,1
Miller Wright,20,66,1999,6,Male,11162 Oak Drive,Des Moines,IA,50310,41.57,-93.61,"$22,425 ","$45,725 ","$102,164 ",688,4
Raiden Reed,39,65,1980,12,Male,4784 Park Boulevard,Belgrade,ME,4917,44.44,-69.83,"$21,647 ","$44,134 ",$0 ,792,4
Jefferson Perez,19,66,2001,2,Male,751 Birch Avenue,San Diego,CA,92169,32.79,-117.25,"$27,748 ","$56,579 ","$79,726 ",705,2
Dominique Evans,37,63,1983,2,Male,372 12th Boulevard,Asheville,NC,28804,35.57,-82.54,"$22,983 ","$46,864 ","$58,954 ",751,4
Alyson Lewis,44,67,1975,9,Female,60 Little Creek Avenue Apt. 57,Las Vegas,NV,89145,36.16,-115.28,"$27,761 ","$56,605 ","$87,970 ",624,3
Maddison Abe,31,66,1988,4,Female,5190 Grant Street Apt. 10,San Jose,CA,95121,37.3,-121.8,"$25,115 ","$51,209 ","$76,900 ",765,1
Oakley Gray,51,69,1968,4,Male,310 Birch Avenue Apt. 76,Pompano Beach,FL,33076,26.23,-80.13,"$37,424 ","$76,305 ","$112,785 ",692,3
Bowen Perry,18,61,2001,3,Male,644 Birch Avenue Apt. 11,Canonsburg,PA,15317,40.26,-80.18,"$30,076 ","$61,325 ","$83,899 ",652,1
Preston Davis,42,69,1977,3,Male,188 Washington Avenue,San Fernando,CA,91340,34.28,-118.44,"$15,583 ","$31,772 ","$17,286 ",734,4
Felicity Nelson,61,67,1958,10,Female,72 Second Street Apt. 7,West Linn,OR,97068,45.34,-122.66,"$35,992 ","$73,383 ","$155,191 ",760,2
Jakob Roberts,55,66,1964,4,Male,3999 West Lane,Leicester,MA,1524,42.25,-71.9,"$26,137 ","$53,287 ","$51,026 ",816,4
Melina Hall,88,67,1931,4,Female,95 Sixth Avenue,Millington,TN,38053,35.33,-89.88,"$19,115 ","$19,225 ","$1,644 ",809,8
Renata Burns,62,65,1957,11,Female,58 Federal Lane,Rocky River,OH,44116,41.47,-81.85,"$29,692 ","$60,541 ","$160,456 ",716,3
Tori Turner,44,61,1975,12,Female,25 Hill Drive,Battle Creek,MI,49015,42.29,-85.22,"$21,639 ","$44,124 ","$107,162 ",850,1
Pearl Rivera,88,65,1932,1,Female,2947 Lake Lane,Waterford,MI,48329,42.66,-83.38,"$24,578 ","$36,764 ",$839 ,712,8
Lochlan Morris,47,63,1972,9,Male,857 Catherine Avenue,Boaz,AL,35957,34.2,-86.15,"$14,516 ","$29,597 ","$44,388 ",513,4
Patricia Farhad,37,66,1983,1,Female,33 Mill Street Apt. 2,Cincinnati,OH,45224,39.09,-84.51,"$18,959 ","$38,656 ","$47,523 ",584,1
Thiago Hughes,45,64,1974,10,Male,41307 Main Lane,Albuquerque,NM,87121,35.11,-106.62,"$15,385 ","$31,373 ","$58,481 ",637,2
Emery Scott,22,68,1997,4,Female,751 Fifth Street Apt. 10,Sunbury,PA,17801,40.86,-76.78,"$16,519 ","$33,681 ","$78,326 ",697,2
Colson Ajami,39,64,1980,10,Male,6889 Summit Lane,Cayucos,CA,93430,35.48,-120.92,"$18,740 ","$38,211 ","$84,427 ",665,2
Autumn Gonzalez,40,62,1979,7,Female,8100 Hill Avenue Apt. 10,Quincy,FL,32353,30.58,-84.58,"$13,144 ","$26,802 ","$43,444 ",638,2
Amiya Mitchell,58,65,1962,1,Female,645 Hillside Lane Apt. 3,Roan Mountain,TN,37687,36.18,-82.07,"$12,427 ","$25,334 ",$182 ,696,3
Israel Stewart,34,67,1985,3,Male,4591 Third Drive,Pittsburgh,PA,15203,40.43,-79.97,"$30,361 ","$61,904 ","$125,358 ",639,3
Melina Cook,101,68,1918,5,Female,887 Third Boulevard,Seligman,AZ,86337,35.13,-112.99,"$13,086 ","$15,348 ","$1,396 ",761,4
Catherine Roman,44,66,1975,11,Female,33 Pine Lane Apt. 985,Cookeville,TN,38501,36.15,-85.5,"$15,955 ","$32,527 ","$74,331 ",705,3
Enoch Young,51,63,1969,2,Male,1246 11th Boulevard,Fort Lauderdale,FL,33318,26.14,-80.13,"$21,661 ","$44,170 ","$90,049 ",661,7
Remi Fisher,28,64,1991,6,Female,233 Oak Drive Apt. 8,Gresham,OR,97080,45.47,-122.37,"$22,599 ","$46,077 ","$101,450 ",686,1
Lyric Roman,58,66,1961,3,Male,4988 Ocean View Lane,Fort Polk,LA,71459,31.13,-93.27,"$11,324 ","$23,092 ","$20,545 ",752,4
Beau Jones,19,69,2000,11,Male,74 Birch Avenue,Iliff,CO,80736,40.75,-103.06,"$15,064 ","$30,710 ","$30,956 ",680,2
Briella Kelly,22,62,1997,11,Female,415 Madison Boulevard,Mounds,OK,74047,35.87,-96.05,"$19,856 ","$40,491 ","$81,879 ",691,2
Rodrigo Braun,44,62,1975,5,Male,6308 Maple Avenue,West Sacramento,CA,95691,38.66,-121.62,"$25,234 ","$51,454 ","$151,162 ",698,4
Jazlynn Watson,47,63,1973,1,Female,430 Sixth Avenue,Ardsley,NY,10502,41.01,-73.84,"$46,169 ","$94,133 ","$189,899 ",603,1
Ibrahim Turner,58,72,1961,8,Male,860 Seventh Avenue,Fort Walton Beach,FL,32547,30.42,-86.61,"$18,005 ","$36,710 ","$116,794 ",786,5
Noel Davis,62,70,1957,8,Male,313 Martin Luther King Boulevard,Somerville,AL,35670,34.47,-86.8,"$18,533 ","$37,785 ","$81,500 ",745,3
Poppy Johnson,58,66,1961,6,Female,2200 Third Drive,Oak Harbor,WA,98278,48.28,-122.62,"$16,537 ","$33,717 ","$58,236 ",698,6
Kyree Evans,50,64,1970,2,Male,5154 Sixth Avenue,Stockton,CA,95210,38.02,-121.3,"$14,709 ","$29,994 ","$100,834 ",769,1
Raylee Fernandez,42,63,1977,6,Female,53789 Bayview Street,Fort Lauderdale,FL,33313,26.14,-80.13,"$14,430 ","$29,422 ","$58,679 ",598,1
Emmett Baker,40,67,1980,1,Male,42 Martin Luther King Drive Apt. 86,Saint Thomas,PA,17252,39.92,-77.8,"$17,405 ","$35,489 ","$91,995 ",724,5
Destiny Reyes,28,65,1992,1,Female,769 Madison Drive,Tucson,AZ,85756,32.07,-110.92,"$16,238 ","$33,106 ","$108,695 ",763,2
Isabelle Howard,26,65,1994,2,Female,3716 North Boulevard,Yorkville,IL,60560,41.64,-88.44,"$29,281 ","$59,699 ","$71,110 ",688,1
Lionel Labelle,58,70,1961,7,Male,610 Oak Street,Portland,OR,97212,45.54,-122.64,"$33,737 ","$68,787 ","$171,854 ",527,1
Leona Jackson,65,67,1954,11,Female,727 Eighth Lane,Plymouth,MI,48170,42.37,-83.46,"$33,031 ","$67,344 ","$7,049 ",804,4
Holland Howard,68,64,1952,1,Female,651 Fourth Avenue,San Francisco,CA,94131,37.74,-122.44,"$51,692 ","$88,432 ","$63,075 ",694,6
Frankie Powell,36,68,1983,7,Male,895 Lexington Lane,Woodway,TX,76712,31.49,-97.23,"$26,061 ","$53,138 ","$153,374 ",606,4
Charli Nelson,88,65,1931,4,Female,9192 Birch Lane Apt. 6,Fargo,ND,58103,46.87,-96.81,"$22,214 ","$38,523 ",$49 ,751,5
Jesus Mitchell,76,63,1944,2,Male,3031 Essex Street Apt. 498,Odessa,FL,33556,28.2,-82.59,"$34,909 ","$26,660 ","$28,332 ",721,4
Gloria Smith,53,67,1966,10,Female,709 River Lane,Huntingdon Valley,PA,19006,40.13,-75.06,"$34,043 ","$69,412 ","$177,225 ",620,1
Harvey Smith,26,67,1993,5,Male,91 Lake Street,New Orleans,LA,70130,30.06,-89.93,"$32,314 ","$65,888 ","$162,364 ",803,2
Alexander Taylor,37,63,1983,1,Male,5320 Mountain View Street,Los Angeles,CA,90044,33.95,-118.29,"$12,362 ","$25,205 ","$65,179 ",688,1
Maia Anderson,38,65,1981,4,Female,17 Tenth Avenue,Tonawanda,NY,14150,43,-78.87,"$19,433 ","$39,627 ","$47,793 ",718,4
Raelynn Nelson,42,66,1978,1,Female,12150 Mill Boulevard,Jackson,MS,39282,32.32,-90.2,"$13,717 ","$27,967 ","$50,159 ",690,2
Allie Gray,50,68,1969,11,Female,373 Sussex Drive,Florien,LA,71429,31.44,-93.45,"$18,709 ","$38,142 ",$0 ,768,4
Madalyn Rivera,36,67,1984,2,Female,28 Lexington Drive,Kent,WA,98042,47.36,-122.1,"$28,919 ","$58,964 ","$71,890 ",619,1
Greysen Foster,74,66,1945,11,Male,41 Rose Lane Apt. 38,West Newton,MA,2465,42.35,-71.22,"$56,720 ","$58,378 ","$73,124 ",652,1
Makai Lopez,53,68,1966,8,Male,815 Hillside Drive,Houston,TX,77064,29.76,-95.38,"$26,420 ","$53,872 ","$64,269 ",691,5
Vada Fernandez,75,59,1944,6,Female,7854 Plum Avenue Apt. 2,Farmington,MN,55024,44.65,-93.17,"$28,429 ","$41,513 ","$15,899 ",748,3
Ava Jones,49,69,1970,7,Female,704 East Drive,Lake Charles,LA,70605,30.21,-93.2,"$26,772 ","$54,587 ","$69,070 ",761,6
Augustine Schmidt,22,62,1997,6,Male,9261 Little Creek Lane,Vermilion,OH,44089,41.41,-82.31,"$20,400 ","$41,595 ","$54,451 ",675,1
Jaxxon Allen,44,64,1975,4,Male,936 Mill Street Apt. 38,Memphis,NY,13112,43.08,-76.37,"$22,047 ","$44,953 ","$97,076 ",728,1
Wilder Chen,28,65,1991,5,Male,35 Sixth Boulevard Apt. 3173,Fort Wayne,IN,46807,41.07,-85.13,"$17,264 ","$35,199 ","$68,569 ",739,2
Rivka Bailey,28,59,1991,3,Female,8128 Hillside Avenue,Cicero,IL,60804,41.84,-87.75,"$13,891 ","$28,324 ","$62,363 ",695,2
Lee Turner,38,72,1981,9,Male,9541 Ocean View Drive,Lewistown,PA,17044,40.59,-77.57,"$16,375 ","$33,387 ","$69,066 ",526,3
Lincoln Carter,24,67,1995,9,Male,9614 Ocean View Drive,Dunlap,TN,37327,35.37,-85.38,"$15,209 ","$31,006 ","$71,031 ",681,2
Alfonso Lee,29,60,1990,4,Male,8016 Norfolk Drive,Cherry Point,NC,28533,34.92,-76.89,"$16,006 ","$32,636 ","$42,290 ",782,1
Markus Nguyen,58,65,1961,7,Male,16 Eighth Lane,Dallas,TX,75253,32.79,-96.76,"$12,693 ","$25,883 ","$44,404 ",706,4
Willow Cook,26,60,1993,12,Female,15 Valley Stream Drive,Tecate,CA,91980,32.59,-116.58,"$9,352 ","$19,069 ","$23,153 ",658,1
Leighton Jenkins,59,66,1960,12,Female,584 Bayview Street,Phoenix,AZ,85032,33.62,-112,"$22,070 ","$44,992 ","$53,368 ",785,3
Cristiano Walker,58,72,1961,8,Male,967 Norfolk Avenue,Melbourne,FL,32901,28.08,-80.6,"$15,840 ","$32,295 ","$72,357 ",698,4
Aubrielle Macron,57,66,1962,5,Female,186 First Drive,Hopewell Junction,NY,12533,41.58,-73.8,"$33,919 ","$69,159 ","$135,111 ",786,3
Chana Myers,42,59,1977,12,Female,9864 Fifth Lane,Idlewild,MI,49642,43.88,-85.8,"$6,201 ","$12,643 ","$19,299 ",645,1
Leanna Bailey,34,65,1985,9,Female,862 11th Drive,Walnut Creek,CA,94596,37.89,-122.03,"$42,685 ","$87,030 ","$161,964 ",727,3
Lorelai Ward,82,66,1937,6,Female,7236 South Boulevard,Chicago,IL,60616,41.83,-87.68,"$25,365 ","$41,793 ","$1,141 ",730,5
