User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,CARD INDEX,Cards Issued,Card Type,Card Number,Expires,`CVV,Has Chip,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
35,Aden Adams,41,55,1978,8,Male,7467 Spruce Drive,Sacramento,CA,95829,38.48,-121.34,"$25,431.00 ","$51,854.00 ","$72,162.00 ",737,2,1,2,Debit (Prepaid),`5672012369002300,20-Feb,`598,YES,$105.00 ,7-Jun,2013,No
36,Haylee Baker,51,68,1968,4,Female,6323 Sussex Boulevard,Chula Vista,CA,91911,32.61,-117.03,"$16,942.00 ","$34,540.00 ","$22,641.00 ",793,5,0,2,Credit,`4336733185475860,21-Jan,`221,NO,"$7,100.00 ",10-Nov,2010,No
36,Haylee Baker,51,68,1968,4,Female,6323 Sussex Boulevard,Chula Vista,CA,91911,32.61,-117.03,"$16,942.00 ","$34,540.00 ","$22,641.00 ",793,5,1,1,Debit,`5985582173054290,24-Jul,`951,YES,"$29,351.00 ",5-Nov,2007,No
36,Haylee Baker,51,68,1968,4,Female,6323 Sussex Boulevard,Chula Vista,CA,91911,32.61,-117.03,"$16,942.00 ","$34,540.00 ","$22,641.00 ",793,5,2,2,Debit,`5281056728185170,20-Mar,`835,YES,"$15,125.00 ",8-Apr,2012,No
36,Haylee Baker,51,68,1968,4,Female,6323 Sussex Boulevard,Chula Vista,CA,91911,32.61,-117.03,"$16,942.00 ","$34,540.00 ","$22,641.00 ",793,5,3,2,Credit,`5615660494634700,21-Nov,`865,YES,"$8,000.00 ",3-Nov,2008,No
36,Haylee Baker,51,68,1968,4,Female,6323 Sussex Boulevard,Chula Vista,CA,91911,32.61,-117.03,"$16,942.00 ","$34,540.00 ","$22,641.00 ",793,5,4,1,Debit (Prepaid),`5314878099448740,11-May,`994,YES,$83.00 ,10-Nov,2010,No
37,Nehemiah Turner,46,62,1973,11,Male,8738 Fourth Street,Hanover Park,IL,60133,41.97,-88.14,"$20,248.00 ","$41,287.00 ","$88,151.00 ",662,1,0,2,Credit,`311095486859536,24-Jan,`536,YES,"$23,700.00 ",12-Jul,2012,No
38,Simon Adams,46,70,1973,10,Male,9344 Mill Drive,Seaside,CA,93955,36.62,-121.82,"$18,663.00 ","$38,054.00 ","$63,293.00 ",666,1,0,2,Credit,`4624747592911120,24-Feb,`986,YES,$700.00 ,16-Dec,2016,No
39,Sunny King,59,62,1961,2,Female,299 11th Street,Northborough,MA,1532,42.31,-71.64,"$39,418.00 ","$80,371.00 ","$108,499.00 ",822,1,0,2,Debit,`5595562388674400,24-Jul,`594,YES,"$7,488.00 ",6-Jul,2016,No
40,Harper Jackson,91,68,1929,2,Female,5492 Maple Drive Apt. 2,Overland Park,KS,66221,38.9,-94.68,"$51,642.00 ","$84,694.00 ","$2,149.00 ",741,7,0,1,Credit,`4171022488649330,2-Jan,`225,NO,"$24,900.00 ",Feb-99,2010,No
40,Harper Jackson,91,68,1929,2,Female,5492 Maple Drive Apt. 2,Overland Park,KS,66221,38.9,-94.68,"$51,642.00 ","$84,694.00 ","$2,149.00 ",741,7,1,2,Debit,`5246337038556760,21-Jun,`638,YES,"$30,971.00 ",5-Mar,2020,No
40,Harper Jackson,91,68,1929,2,Female,5492 Maple Drive Apt. 2,Overland Park,KS,66221,38.9,-94.68,"$51,642.00 ","$84,694.00 ","$2,149.00 ",741,7,2,1,Credit,`399966116933253,24-Jan,`343,YES,"$24,400.00 ",20-Jan,2020,No
40,Harper Jackson,91,68,1929,2,Female,5492 Maple Drive Apt. 2,Overland Park,KS,66221,38.9,-94.68,"$51,642.00 ","$84,694.00 ","$2,149.00 ",741,7,3,2,Debit,`5064137987234660,20-Feb,`599,YES,"$53,549.00 ",20-Jan,2020,No
40,Harper Jackson,91,68,1929,2,Female,5492 Maple Drive Apt. 2,Overland Park,KS,66221,38.9,-94.68,"$51,642.00 ","$84,694.00 ","$2,149.00 ",741,7,4,1,Debit,`4905540969337030,18-Sep,`573,YES,"$53,036.00 ",13-Oct,2013,No
40,Harper Jackson,91,68,1929,2,Female,5492 Maple Drive Apt. 2,Overland Park,KS,66221,38.9,-94.68,"$51,642.00 ","$84,694.00 ","$2,149.00 ",741,7,5,1,Debit,`5703849820939460,24-Dec,`300,YES,"$35,750.00 ",11-Aug,2011,No
40,Harper Jackson,91,68,1929,2,Female,5492 Maple Drive Apt. 2,Overland Park,KS,66221,38.9,-94.68,"$51,642.00 ","$84,694.00 ","$2,149.00 ",741,7,6,1,Debit,`4055403312631050,21-Jul,`902,YES,"$33,375.00 ",13-Mar,2013,No
41,Thomas Burns,79,72,1941,2,Male,829 Birch Boulevard Apt. 81,Corpus Christi,TX,78410,27.8,-97.39,"$23,608.00 ","$37,503.00 ","$14,272.00 ",706,5,0,2,Debit (Prepaid),`4587476056357150,23-Jul,`858,YES,$22.00 ,10-Dec,2010,No
41,Thomas Burns,79,72,1941,2,Male,829 Birch Boulevard Apt. 81,Corpus Christi,TX,78410,27.8,-97.39,"$23,608.00 ","$37,503.00 ","$14,272.00 ",706,5,1,1,Credit,`6521426249819190,20-Nov,`608,YES,"$13,100.00 ",14-Aug,2014,No
41,Thomas Burns,79,72,1941,2,Male,829 Birch Boulevard Apt. 81,Corpus Christi,TX,78410,27.8,-97.39,"$23,608.00 ","$37,503.00 ","$14,272.00 ",706,5,2,1,Debit,`4199712815274630,24-Oct,`440,YES,"$16,516.00 ",3-Jul,2011,No
41,Thomas Burns,79,72,1941,2,Male,829 Birch Boulevard Apt. 81,Corpus Christi,TX,78410,27.8,-97.39,"$23,608.00 ","$37,503.00 ","$14,272.00 ",706,5,3,1,Credit,`5172743861765170,16-Jul,`906,YES,"$15,700.00 ",4-May,2011,No
41,Thomas Burns,79,72,1941,2,Male,829 Birch Boulevard Apt. 81,Corpus Christi,TX,78410,27.8,-97.39,"$23,608.00 ","$37,503.00 ","$14,272.00 ",706,5,4,1,Debit,`5214643602729090,24-May,`474,YES,"$21,058.00 ",3-Aug,2007,No
42,Titan Flores,57,75,1962,12,Male,41011 Seventh Boulevard,Chandler,AZ,85226,33.27,-111.94,"$32,056.00 ","$65,357.00 ","$21,844.00 ",685,4,0,2,Debit,`4013876625955760,23-Oct,`543,YES,"$36,425.00 ",2-Jan,2004,No
42,Titan Flores,57,75,1962,12,Male,41011 Seventh Boulevard,Chandler,AZ,85226,33.27,-111.94,"$32,056.00 ","$65,357.00 ","$21,844.00 ",685,4,1,2,Debit (Prepaid),`4966050979388900,21-Mar,`585,YES,$91.00 ,16-Dec,2016,No
42,Titan Flores,57,75,1962,12,Male,41011 Seventh Boulevard,Chandler,AZ,85226,33.27,-111.94,"$32,056.00 ","$65,357.00 ","$21,844.00 ",685,4,2,1,Credit,`5247576622089390,21-Sep,`379,YES,"$13,400.00 ",5-Apr,2014,No
42,Titan Flores,57,75,1962,12,Male,41011 Seventh Boulevard,Chandler,AZ,85226,33.27,-111.94,"$32,056.00 ","$65,357.00 ","$21,844.00 ",685,4,3,2,Credit,`5911319900289830,21-Apr,`037,YES,"$21,600.00 ",10-Apr,2010,No
43,Leslie Myers,26,52,1994,1,Female,613 Little Creek Lane Apt. 848,Immokalee,FL,34142,26.41,-81.42,"$10,819.00 ","$22,066.00 ","$38,967.00 ",842,1,0,1,Debit,`5058769177189800,20-Feb,`012,NO,"$9,090.00 ",20-Feb,2020,No
44,Joaquin Parker,42,66,1977,11,Male,1942 Rose Avenue,Port Orange,FL,32128,29.1,-81,"$21,916.00 ","$44,681.00 ","$42,011.00 ",770,3,0,1,Debit,`4682877628388630,23-Feb,`846,NO,"$25,942.00 ",12-Nov,2012,No
44,Joaquin Parker,42,66,1977,11,Male,1942 Rose Avenue,Port Orange,FL,32128,29.1,-81,"$21,916.00 ","$44,681.00 ","$42,011.00 ",770,3,1,2,Credit,`5882842508952740,19-Jul,`614,YES,"$10,700.00 ",3-Feb,2013,No
44,Joaquin Parker,42,66,1977,11,Male,1942 Rose Avenue,Port Orange,FL,32128,29.1,-81,"$21,916.00 ","$44,681.00 ","$42,011.00 ",770,3,2,2,Credit,`5637149260486790,22-Jul,`630,YES,"$4,900.00 ",20-Feb,2020,No
45,Butch Brooks,26,69,1994,2,Male,5101 Birch Lane,Maryland Heights,MO,63043,38.72,-90.47,"$25,163.00 ","$51,306.00 ","$68,198.00 ",675,1,0,1,Credit,`5115700923413240,22-Apr,`587,NO,"$18,100.00 ",20-Feb,2020,No
46,Kiera Allen,18,59,2002,2,Female,7 11th Drive,San Antonio,TX,78210,29.45,-98.5,"$12,677.00 ","$25,847.00 ","$46,379.00 ",568,1,0,2,Credit,`324640473359364,24-Mar,`659,YES,"$7,200.00 ",20-Jan,2020,No
47,Lylah Peres,60,64,1959,11,Female,2468 Spruce Drive Apt. 78,Longwood,FL,32750,28.7,-81.34,"$22,896.00 ","$46,683.00 ","$93,126.00 ",788,5,0,2,Debit,`5033428838471720,20-Feb,`546,YES,"$22,660.00 ",4-Jul,2007,No
47,Lylah Peres,60,64,1959,11,Female,2468 Spruce Drive Apt. 78,Longwood,FL,32750,28.7,-81.34,"$22,896.00 ","$46,683.00 ","$93,126.00 ",788,5,1,1,Credit,`6969946254132650,22-Dec,`588,YES,"$19,800.00 ",11-May,2011,No
47,Lylah Peres,60,64,1959,11,Female,2468 Spruce Drive Apt. 78,Longwood,FL,32750,28.7,-81.34,"$22,896.00 ","$46,683.00 ","$93,126.00 ",788,5,2,2,Credit,`5181226307106930,24-Nov,`820,YES,"$15,500.00 ",5-Jan,2014,No
47,Lylah Peres,60,64,1959,11,Female,2468 Spruce Drive Apt. 78,Longwood,FL,32750,28.7,-81.34,"$22,896.00 ","$46,683.00 ","$93,126.00 ",788,5,3,1,Debit (Prepaid),`4310689470082080,23-Jun,`458,YES,$13.00 ,5-Jan,2008,No
47,Lylah Peres,60,64,1959,11,Female,2468 Spruce Drive Apt. 78,Longwood,FL,32750,28.7,-81.34,"$22,896.00 ","$46,683.00 ","$93,126.00 ",788,5,4,2,Debit,`5051066154001740,21-Jun,`526,YES,"$4,317.00 ",1-Jul,2011,No
48,Ty Jackson,61,66,1958,11,Male,8001 Essex Boulevard,Milwaukee,WI,53210,43.06,-87.96,"$15,487.00 ","$31,579.00 ","$52,419.00 ",771,3,0,1,Debit,`5456915066505060,21-Dec,`553,NO,"$14,719.00 ",Mar-00,2008,No
48,Ty Jackson,61,66,1958,11,Male,8001 Essex Boulevard,Milwaukee,WI,53210,43.06,-87.96,"$15,487.00 ","$31,579.00 ","$52,419.00 ",771,3,1,1,Debit,`5132664334960880,21-May,`593,YES,"$9,532.00 ",17-Sep,2017,No
48,Ty Jackson,61,66,1958,11,Male,8001 Essex Boulevard,Milwaukee,WI,53210,43.06,-87.96,"$15,487.00 ","$31,579.00 ","$52,419.00 ",771,3,2,1,Credit,`5752873844240560,20-Mar,`486,YES,"$10,900.00 ",6-Jul,2014,No
49,Bodhi Nguyen,47,65,1972,10,Male,708 George Street,Camilla,GA,31730,31.22,-84.21,"$13,759.00 ","$28,055.00 ","$12,475.00 ",829,3,0,2,Credit,`5494228198326750,24-Sep,`428,YES,"$6,200.00 ",1-Nov,2012,No
49,Bodhi Nguyen,47,65,1972,10,Male,708 George Street,Camilla,GA,31730,31.22,-84.21,"$13,759.00 ","$28,055.00 ","$12,475.00 ",829,3,1,2,Debit,`5789639625525450,12-Dec,`043,YES,"$2,903.00 ",5-Nov,2011,No
49,Bodhi Nguyen,47,65,1972,10,Male,708 George Street,Camilla,GA,31730,31.22,-84.21,"$13,759.00 ","$28,055.00 ","$12,475.00 ",829,3,2,2,Debit,`5392957769023380,20-Oct,`803,YES,"$4,355.00 ",Dec-99,2010,No
50,Chaya Howard,42,68,1977,12,Female,28 Hillside Boulevard Apt. 4,Canton,MI,48188,42.3,-83.48,"$32,078.00 ","$65,403.00 ","$80,057.00 ",784,4,0,1,Debit,`5182820825620430,21-Apr,`126,YES,"$28,963.00 ",7-Nov,2012,No
50,Chaya Howard,42,68,1977,12,Female,28 Hillside Boulevard Apt. 4,Canton,MI,48188,42.3,-83.48,"$32,078.00 ","$65,403.00 ","$80,057.00 ",784,4,1,2,Debit,`5102353988152900,22-Dec,`667,YES,"$20,913.00 ",16-May,2016,No
50,Chaya Howard,42,68,1977,12,Female,28 Hillside Boulevard Apt. 4,Canton,MI,48188,42.3,-83.48,"$32,078.00 ","$65,403.00 ","$80,057.00 ",784,4,2,1,Debit,`5033135709911480,24-Jul,`170,YES,"$23,344.00 ",10-Feb,2010,No
50,Chaya Howard,42,68,1977,12,Female,28 Hillside Boulevard Apt. 4,Canton,MI,48188,42.3,-83.48,"$32,078.00 ","$65,403.00 ","$80,057.00 ",784,4,3,2,Debit,`5611522756791990,20-Jan,`882,YES,"$33,642.00 ",16-Oct,2016,No
51,Kyleigh Rogers,55,73,1964,11,Female,446 Birch Drive,La Follette,TN,37766,36.37,-84.12,"$13,522.00 ","$27,572.00 ","$59,404.00 ",797,1,0,1,Debit,`5037404409791940,22-Jan,`681,YES,"$14,695.00 ",10-Sep,2011,No
52,Mikaela Martin,48,70,1971,12,Female,578 Maple Avenue,Inman,SC,29349,35.05,-82.09,"$18,899.00 ","$38,539.00 ",$0.00 ,850,3,0,1,Credit,`5571363047071890,23-Sep,`510,YES,"$13,200.00 ",7-Jan,2015,No
52,Mikaela Martin,48,70,1971,12,Female,578 Maple Avenue,Inman,SC,29349,35.05,-82.09,"$18,899.00 ","$38,539.00 ",$0.00 ,850,3,1,1,Debit,`4083033843851770,20-Jan,`173,YES,"$29,950.00 ",8-Sep,2013,No
52,Mikaela Martin,48,70,1971,12,Female,578 Maple Avenue,Inman,SC,29349,35.05,-82.09,"$18,899.00 ","$38,539.00 ",$0.00 ,850,3,2,2,Credit,`4829916759482890,24-Jul,`768,YES,"$4,600.00 ",7-Dec,2011,No
53,Luella Perry,41,57,1978,7,Female,14 Valley Drive,Poca,WV,25159,38.47,-81.81,"$18,666.00 ","$38,059.00 ","$68,220.00 ",634,2,0,1,Debit,`5458492483408540,22-Dec,`092,YES,"$10,051.00 ",2-Apr,2011,No
53,Luella Perry,41,57,1978,7,Female,14 Valley Drive,Poca,WV,25159,38.47,-81.81,"$18,666.00 ","$38,059.00 ","$68,220.00 ",634,2,1,2,Debit,`5879094230635420,15-Dec,`729,YES,"$9,796.00 ",3-Feb,2013,No
54,Lainey Gutierrez,59,68,1960,11,Female,2475 Little Creek Boulevard,Leander,TX,78641,30.56,-97.86,"$25,872.00 ","$52,754.00 ","$38,191.00 ",693,5,0,1,Debit,`5769435406360320,21-Oct,`957,YES,"$17,826.00 ",9-Oct,2009,No
54,Lainey Gutierrez,59,68,1960,11,Female,2475 Little Creek Boulevard,Leander,TX,78641,30.56,-97.86,"$25,872.00 ","$52,754.00 ","$38,191.00 ",693,5,1,1,Debit,`5588799529406910,24-Nov,`778,YES,"$19,086.00 ",6-Dec,2009,No
54,Lainey Gutierrez,59,68,1960,11,Female,2475 Little Creek Boulevard,Leander,TX,78641,30.56,-97.86,"$25,872.00 ","$52,754.00 ","$38,191.00 ",693,5,2,2,Debit,`4410685608952630,24-Jun,`265,YES,"$17,345.00 ",14-Oct,2014,No
54,Lainey Gutierrez,59,68,1960,11,Female,2475 Little Creek Boulevard,Leander,TX,78641,30.56,-97.86,"$25,872.00 ","$52,754.00 ","$38,191.00 ",693,5,3,2,Debit,`4470822684089910,20-Sep,`923,YES,"$17,976.00 ",13-Feb,2013,No
54,Lainey Gutierrez,59,68,1960,11,Female,2475 Little Creek Boulevard,Leander,TX,78641,30.56,-97.86,"$25,872.00 ","$52,754.00 ","$38,191.00 ",693,5,4,2,Debit,`4804338444306720,22-Jan,`279,YES,"$16,447.00 ",19-Jan,2019,No
55,Marvin Anwar,45,59,1975,2,Male,9604 Catherine Drive,Rego Park,NY,11374,40.72,-73.86,"$25,109.00 ","$51,196.00 ","$67,164.00 ",631,4,0,2,Debit,`4194362281636450,24-Oct,`271,YES,"$29,573.00 ",8-Oct,2009,No
55,Marvin Anwar,45,59,1975,2,Male,9604 Catherine Drive,Rego Park,NY,11374,40.72,-73.86,"$25,109.00 ","$51,196.00 ","$67,164.00 ",631,4,1,2,Debit (Prepaid),`5436469451844820,21-Dec,`048,YES,$98.00 ,10-Dec,2010,No
55,Marvin Anwar,45,59,1975,2,Male,9604 Catherine Drive,Rego Park,NY,11374,40.72,-73.86,"$25,109.00 ","$51,196.00 ","$67,164.00 ",631,4,2,2,Debit,`5648865641388290,19-Aug,`071,YES,"$2,559.00 ",2-Aug,2012,No
55,Marvin Anwar,45,59,1975,2,Male,9604 Catherine Drive,Rego Park,NY,11374,40.72,-73.86,"$25,109.00 ","$51,196.00 ","$67,164.00 ",631,4,3,2,Debit,`5914243757284140,12-Oct,`436,YES,"$6,552.00 ",3-Jan,2010,No
56,Holden Taylor,26,70,1993,7,Male,349 First Drive,Atlanta,GA,30318,33.78,-84.44,"$24,382.00 ","$49,713.00 ","$91,776.00 ",763,1,0,2,Credit,`5193780952753620,21-Jan,`591,YES,"$13,800.00 ",20-Jan,2020,No
57,Aiyana Abe,21,68,1998,4,Female,7914 Essex Boulevard Apt. 46,Toledo,OH,43623,41.66,-83.58,"$21,660.00 ","$44,160.00 ","$134,173.00 ",696,3,0,1,Debit,`5957925302951750,20-Aug,`746,YES,"$16,375.00 ",20-Feb,2020,No
57,Aiyana Abe,21,68,1998,4,Female,7914 Essex Boulevard Apt. 46,Toledo,OH,43623,41.66,-83.58,"$21,660.00 ","$44,160.00 ","$134,173.00 ",696,3,1,1,Debit,`4557061225558440,23-May,`780,YES,"$14,213.00 ",20-Jan,2020,No
57,Aiyana Abe,21,68,1998,4,Female,7914 Essex Boulevard Apt. 46,Toledo,OH,43623,41.66,-83.58,"$21,660.00 ","$44,160.00 ","$134,173.00 ",696,3,2,1,Debit (Prepaid),`4883222888293060,20-Sep,`002,YES,$73.00 ,20-Feb,2020,No
58,Milani Merkel,46,59,1973,5,Female,524 Ocean Drive Apt. 87,Houston,TX,77056,29.76,-95.38,"$95,039.00 ","$193,773.00 ","$241,571.00 ",660,1,0,2,Debit,`5476407228285230,22-Nov,`688,YES,"$53,466.00 ",7-Jul,2013,No
59,Princess Cooper,41,66,1979,2,Female,2079 Maple Drive,Mount Union,PA,17066,40.38,-77.88,"$14,650.00 ","$29,864.00 ","$44,902.00 ",717,2,0,1,Credit,`4698943729070490,20-Sep,`450,YES,"$6,600.00 ",11-Jan,2013,No
59,Princess Cooper,41,66,1979,2,Female,2079 Maple Drive,Mount Union,PA,17066,40.38,-77.88,"$14,650.00 ","$29,864.00 ","$44,902.00 ",717,2,1,2,Credit,`5579147219556300,22-Jun,`806,NO,"$7,200.00 ",15-Dec,2015,No
60,Wyatt Davis,22,67,1997,7,Male,295 Valley Drive,San Antonio,TX,78232,29.45,-98.5,"$28,135.00 ","$57,367.00 ","$115,418.00 ",795,2,0,1,Debit,`5099614207935760,20-Nov,`856,YES,"$2,868.00 ",20-Jan,2020,No
60,Wyatt Davis,22,67,1997,7,Male,295 Valley Drive,San Antonio,TX,78232,29.45,-98.5,"$28,135.00 ","$57,367.00 ","$115,418.00 ",795,2,1,1,Credit,`6177503172021500,24-May,`097,YES,"$3,400.00 ",20-Jan,2020,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,0,1,Debit,`5188130978534930,22-Jan,`446,YES,"$12,915.00 ",11-Oct,2013,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,1,2,Debit (Prepaid),`4860320285002450,23-Dec,`366,YES,$84.00 ,9-Apr,2017,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,2,2,Credit,`6417599205270840,21-Jul,`504,YES,"$17,600.00 ",18-Apr,2018,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,3,1,Debit,`5516722949603670,12-Dec,`621,YES,"$31,542.00 ",6-Nov,2009,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,4,2,Debit,`5891053637541510,22-Feb,`362,YES,"$23,049.00 ",13-Jun,2013,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,5,1,Debit,`4222570131769030,20-May,`141,YES,"$29,734.00 ",17-Dec,2017,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,6,2,Credit,`4453742478192140,20-Jan,`346,YES,"$27,000.00 ",11-Sep,2016,No
61,Nathalie Faraday,63,58,1957,2,Female,2883 Ocean View Boulevard Apt. 1,Black Diamond,WA,98010,47.32,-121.99,"$32,697.00 ","$56,635.00 ","$13,015.00 ",786,8,7,1,Debit (Prepaid),`5335984658439100,22-Nov,`320,YES,$18.00 ,8-Mar,2010,No
62,Erik Chen,44,67,1975,3,Male,5125 Elm Drive,Ogden,UT,84414,41.31,-111.96,"$23,165.00 ","$47,227.00 ","$151,030.00 ",760,4,0,1,Debit,`5708150083756690,23-Apr,`824,YES,"$17,848.00 ",15-Dec,2015,No
62,Erik Chen,44,67,1975,3,Male,5125 Elm Drive,Ogden,UT,84414,41.31,-111.96,"$23,165.00 ","$47,227.00 ","$151,030.00 ",760,4,1,1,Debit,`5238684130320060,22-Nov,`870,NO,"$25,563.00 ",10-May,2010,No
62,Erik Chen,44,67,1975,3,Male,5125 Elm Drive,Ogden,UT,84414,41.31,-111.96,"$23,165.00 ","$47,227.00 ","$151,030.00 ",760,4,2,2,Credit,`4740880792169370,20-Apr,`168,YES,"$12,000.00 ",10-Oct,2010,No
62,Erik Chen,44,67,1975,3,Male,5125 Elm Drive,Ogden,UT,84414,41.31,-111.96,"$23,165.00 ","$47,227.00 ","$151,030.00 ",760,4,3,2,Credit,`361648729239104,18-Nov,`709,NO,"$6,600.00 ",12-Feb,2012,No
63,Gatlin Morris,22,68,1997,10,Male,4098 Park Drive Apt. 8,Fort Worth,TX,76115,32.75,-97.33,"$12,051.00 ","$24,574.00 ","$80,667.00 ",674,3,0,1,Credit,`363305614201313,23-Sep,`943,NO,"$5,600.00 ",20-Jan,2020,No
63,Gatlin Morris,22,68,1997,10,Male,4098 Park Drive Apt. 8,Fort Worth,TX,76115,32.75,-97.33,"$12,051.00 ","$24,574.00 ","$80,667.00 ",674,3,1,3,Debit,`4360859456629850,22-Nov,`428,YES,"$11,873.00 ",20-Feb,2020,No
63,Gatlin Morris,22,68,1997,10,Male,4098 Park Drive Apt. 8,Fort Worth,TX,76115,32.75,-97.33,"$12,051.00 ","$24,574.00 ","$80,667.00 ",674,3,2,1,Credit,`5498016831726770,20-Feb,`871,YES,"$7,200.00 ",20-Feb,2020,No
64,Eloise Bennett,29,65,1991,1,Female,892 Spruce Street,Saint Albans,NY,11412,40.69,-73.75,"$21,283.00 ","$43,397.00 ","$42,168.00 ",697,2,0,1,Credit,`381572912003735,24-Aug,`145,YES,"$10,000.00 ",20-Feb,2020,No
64,Eloise Bennett,29,65,1991,1,Female,892 Spruce Street,Saint Albans,NY,11412,40.69,-73.75,"$21,283.00 ","$43,397.00 ","$42,168.00 ",697,2,1,2,Credit,`5079302523329050,23-Apr,`381,YES,$500.00 ,10-Nov,2010,No
65,Leighton Wood,28,72,1991,6,Female,9977 Oak Avenue,Oxford,MD,21654,38.68,-76.17,"$28,497.00 ","$58,105.00 ","$70,254.00 ",688,3,0,1,Debit,`5546998350637120,20-Feb,`718,YES,"$22,697.00 ",20-Feb,2020,No
65,Leighton Wood,28,72,1991,6,Female,9977 Oak Avenue,Oxford,MD,21654,38.68,-76.17,"$28,497.00 ","$58,105.00 ","$70,254.00 ",688,3,1,1,Credit,`5326031764905960,23-Aug,`437,YES,"$18,000.00 ",13-Mar,2013,No
65,Leighton Wood,28,72,1991,6,Female,9977 Oak Avenue,Oxford,MD,21654,38.68,-76.17,"$28,497.00 ","$58,105.00 ","$70,254.00 ",688,3,2,1,Debit,`5096150037217370,24-Oct,`862,YES,"$32,903.00 ",10-Jun,2010,No
66,Layne Butler,82,67,1937,6,Male,79 South Boulevard,Gonzales,TX,78629,29.5,-97.44,"$15,092.00 ","$10,869.00 ","$1,820.00 ",820,2,0,2,Debit,`4489873116412360,21-Aug,`547,YES,"$12,764.00 ",May-99,2010,No
66,Layne Butler,82,67,1937,6,Male,79 South Boulevard,Gonzales,TX,78629,29.5,-97.44,"$15,092.00 ","$10,869.00 ","$1,820.00 ",820,2,1,1,Credit,`5621725368325860,22-Oct,`060,YES,"$6,300.00 ",19-Feb,2019,No
67,Janiyah Foster,90,66,1929,6,Female,145 River Drive,Allentown,PA,18102,40.59,-75.47,"$12,427.00 ","$19,893.00 ","$1,712.00 ",566,3,0,2,Debit,`5923138803280580,22-Feb,`934,YES,"$7,541.00 ",8-Sep,2013,No
67,Janiyah Foster,90,66,1929,6,Female,145 River Drive,Allentown,PA,18102,40.59,-75.47,"$12,427.00 ","$19,893.00 ","$1,712.00 ",566,3,1,2,Debit,`4447989421793040,22-Mar,`995,YES,"$1,266.00 ",7-Jun,2012,No
67,Janiyah Foster,90,66,1929,6,Female,145 River Drive,Allentown,PA,18102,40.59,-75.47,"$12,427.00 ","$19,893.00 ","$1,712.00 ",566,3,2,1,Credit,`5000307662634780,20-Apr,`263,NO,"$9,500.00 ",14-Sep,2014,No
68,Jagger Braun,63,65,1956,8,Male,7605 Essex Boulevard,Mount Vernon,OH,43050,40.39,-82.47,"$18,019.00 ","$36,743.00 ","$71,719.00 ",612,2,0,2,Debit,`5707305515533510,20-Apr,`203,YES,"$1,837.00 ",10-Jun,2010,No
68,Jagger Braun,63,65,1956,8,Male,7605 Essex Boulevard,Mount Vernon,OH,43050,40.39,-82.47,"$18,019.00 ","$36,743.00 ","$71,719.00 ",612,2,1,2,Debit,`5864987017850550,23-Aug,`258,YES,"$17,453.00 ",6-Feb,2008,No
69,Brianna Powell,49,70,1970,7,Female,480 Seventh Lane Apt. 1,Trenton,NJ,8610,40.22,-74.76,"$22,747.00 ","$46,377.00 ","$79,980.00 ",719,3,0,1,Debit,`4228885239928180,13-Oct,`543,NO,"$28,283.00 ",8-May,2012,No
69,Brianna Powell,49,70,1970,7,Female,480 Seventh Lane Apt. 1,Trenton,NJ,8610,40.22,-74.76,"$22,747.00 ","$46,377.00 ","$79,980.00 ",719,3,1,1,Credit,`4210237285941910,20-Apr,`160,YES,"$13,500.00 ",10-May,2012,No
69,Brianna Powell,49,70,1970,7,Female,480 Seventh Lane Apt. 1,Trenton,NJ,8610,40.22,-74.76,"$22,747.00 ","$46,377.00 ","$79,980.00 ",719,3,2,2,Credit,`4877073763902890,14-Jul,`786,YES,"$13,300.00 ",12-Jun,2012,No
